"V1" "V2"
"orthoMCL2195" "3" "c_3"
"orthoMCL2196" "3" "c_3"
"orthoMCL2197" "3" "c_3"
"orthoMCL2198" "3" "c_3"
"orthoMCL2199" "3" "c_3"
"orthoMCL2200" "3" "c_3"
"orthoMCL2201" "3" "c_3"
"orthoMCL2202" "3" "c_3"
"orthoMCL2203" "3" "c_3"
"orthoMCL2204" "3" "c_3"
"orthoMCL2205" "3" "c_3"
"orthoMCL2206" "3" "c_3"
"orthoMCL2207" "3" "c_3"
"orthoMCL2208" "3" "c_3"
"orthoMCL2209" "3" "c_3"
"orthoMCL2210" "3" "c_3"
"orthoMCL2211" "3" "c_3"
"orthoMCL2212" "3" "c_3"
"orthoMCL2213" "3" "c_3"
"orthoMCL2214" "3" "c_3"
"orthoMCL2215" "3" "c_3"
"orthoMCL2216" "3" "c_3"
"orthoMCL2217" "3" "c_3"
"orthoMCL2218" "3" "c_3"
"orthoMCL2219" "3" "c_3"
"orthoMCL2220" "3" "c_3"
"orthoMCL2221" "3" "c_3"
"orthoMCL2222" "3" "c_3"
"orthoMCL2223" "3" "c_3"
"orthoMCL2224" "3" "c_3"
"orthoMCL2225" "3" "c_3"
"orthoMCL2226" "3" "c_3"
"orthoMCL2227" "3" "c_3"
"orthoMCL2228" "3" "c_3"
"orthoMCL2229" "3" "c_3"
"orthoMCL2230" "3" "c_3"
"orthoMCL2231" "3" "c_3"
"orthoMCL2232" "3" "c_3"
"orthoMCL2233" "3" "c_3"
"orthoMCL2234" "3" "c_3"
"orthoMCL2235" "3" "c_3"
"orthoMCL2236" "3" "c_3"
"orthoMCL2237" "3" "c_3"
"orthoMCL2238" "3" "c_3"
"orthoMCL2239" "3" "c_3"
"orthoMCL2240" "3" "c_3"
"orthoMCL2241" "3" "c_3"
"orthoMCL2242" "3" "c_3"
"orthoMCL2243" "3" "c_3"
"orthoMCL2244" "3" "c_3"
"orthoMCL2245" "3" "c_3"
"orthoMCL2246" "3" "c_3"
"orthoMCL2247" "3" "c_3"
"orthoMCL2248" "3" "c_3"
"orthoMCL2249" "3" "c_3"
"orthoMCL2250" "3" "c_3"
"orthoMCL2251" "3" "c_3"
"orthoMCL2252" "3" "c_3"
"orthoMCL2253" "3" "c_3"
"orthoMCL2254" "3" "c_3"
"orthoMCL2255" "3" "c_3"
"orthoMCL2256" "3" "c_3"
"orthoMCL2257" "3" "c_3"
"orthoMCL2258" "3" "c_3"
"orthoMCL2259" "3" "c_3"
"orthoMCL2260" "3" "c_3"
"orthoMCL2261" "3" "c_3"
"orthoMCL2262" "3" "c_3"
"orthoMCL2263" "3" "c_3"
"orthoMCL2264" "3" "c_3"
"orthoMCL2265" "3" "c_3"
"orthoMCL2266" "3" "c_3"
"orthoMCL2267" "3" "c_3"
"orthoMCL2268" "3" "c_3"
"orthoMCL2269" "3" "c_3"
"orthoMCL2270" "3" "c_3"
"orthoMCL2271" "3" "c_3"
"orthoMCL2272" "3" "c_3"
"orthoMCL2273" "3" "c_3"
"orthoMCL2274" "3" "c_3"
"orthoMCL2275" "3" "c_3"
"orthoMCL2276" "3" "c_3"
"orthoMCL2277" "3" "c_3"
"orthoMCL2278" "3" "c_3"
"orthoMCL2279" "3" "c_3"
"orthoMCL2280" "3" "c_3"
"orthoMCL2281" "3" "c_3"
"orthoMCL2282" "3" "c_3"
"orthoMCL2283" "3" "c_3"
"orthoMCL2284" "3" "c_3"
"orthoMCL2285" "3" "c_3"
"orthoMCL2286" "3" "c_3"
"orthoMCL2287" "3" "c_3"
"orthoMCL2288" "3" "c_3"
"orthoMCL2289" "3" "c_3"
"orthoMCL2290" "3" "c_3"
"orthoMCL2291" "3" "c_3"
"orthoMCL2292" "3" "c_3"
"orthoMCL2293" "3" "c_3"
"orthoMCL2294" "3" "c_3"
"orthoMCL2295" "3" "c_3"
"orthoMCL2296" "3" "c_3"
"orthoMCL2297" "3" "c_3"
"orthoMCL2298" "3" "c_3"
"orthoMCL2299" "3" "c_3"
"orthoMCL2300" "3" "c_3"
"orthoMCL2301" "3" "c_3"
"orthoMCL2302" "3" "c_3"
"orthoMCL2303" "3" "c_3"
"orthoMCL2304" "3" "c_3"
"orthoMCL2305" "3" "c_3"
"orthoMCL2306" "3" "c_3"
"orthoMCL2307" "3" "c_3"
"orthoMCL2308" "3" "c_3"
"orthoMCL2309" "3" "c_3"
"orthoMCL2310" "3" "c_3"
"orthoMCL2311" "3" "c_3"
"orthoMCL2312" "3" "c_3"
"orthoMCL2313" "3" "c_3"
"orthoMCL2314" "3" "c_3"
"orthoMCL2315" "3" "c_3"
"orthoMCL2316" "3" "c_3"
"orthoMCL2317" "3" "c_3"
"orthoMCL2318" "3" "c_3"
"orthoMCL2319" "3" "c_3"
"orthoMCL2320" "3" "c_3"
"orthoMCL2321" "3" "c_3"
"orthoMCL2322" "3" "c_3"
"orthoMCL2323" "3" "c_3"
"orthoMCL2324" "3" "c_3"
"orthoMCL2325" "3" "c_3"
"orthoMCL2326" "3" "c_3"
"orthoMCL2327" "3" "c_3"
"orthoMCL2328" "3" "c_3"
"orthoMCL2329" "3" "c_3"
"orthoMCL2330" "3" "c_3"
"orthoMCL2331" "3" "c_3"
"orthoMCL2332" "3" "c_3"
"orthoMCL2333" "3" "c_3"
"orthoMCL2334" "3" "c_3"
"orthoMCL2335" "3" "c_3"
"orthoMCL2336" "3" "c_3"
"orthoMCL2337" "3" "c_3"
"orthoMCL2338" "3" "c_3"
"orthoMCL2339" "3" "c_3"
"orthoMCL2340" "3" "c_3"
"orthoMCL2341" "3" "c_3"
"orthoMCL2342" "3" "c_3"
"orthoMCL2343" "3" "c_3"
"orthoMCL2344" "3" "c_3"
"orthoMCL2345" "3" "c_3"
"orthoMCL2346" "3" "c_3"
"orthoMCL2347" "3" "c_3"
"orthoMCL2348" "3" "c_3"
"orthoMCL2349" "3" "c_3"
"orthoMCL2350" "3" "c_3"
"orthoMCL2351" "3" "c_3"
"orthoMCL2352" "3" "c_3"
"orthoMCL2353" "3" "c_3"
"orthoMCL2354" "3" "c_3"
"orthoMCL2355" "3" "c_3"
"orthoMCL2356" "3" "c_3"
"orthoMCL2357" "3" "c_3"
"orthoMCL2358" "3" "c_3"
"orthoMCL2359" "3" "c_3"
"orthoMCL2360" "3" "c_3"
"orthoMCL2361" "3" "c_3"
"orthoMCL2362" "3" "c_3"
"orthoMCL2363" "3" "c_3"
"orthoMCL2364" "3" "c_3"
"orthoMCL2365" "3" "c_3"
"orthoMCL2366" "3" "c_3"
"orthoMCL2367" "3" "c_3"
"orthoMCL2368" "3" "c_3"
"orthoMCL2369" "3" "c_3"
"orthoMCL2370" "3" "c_3"
"orthoMCL2371" "3" "c_3"
"orthoMCL2372" "3" "c_3"
"orthoMCL2373" "3" "c_3"
"orthoMCL2374" "3" "c_3"
"orthoMCL2375" "3" "c_3"
"orthoMCL2376" "3" "c_3"
"orthoMCL2377" "3" "c_3"
"orthoMCL2378" "3" "c_3"
"orthoMCL2379" "3" "c_3"
"orthoMCL2380" "3" "c_3"
"orthoMCL2381" "3" "c_3"
"orthoMCL2382" "3" "c_3"
"orthoMCL2383" "3" "c_3"
"orthoMCL2384" "3" "c_3"
"orthoMCL2385" "3" "c_3"
"orthoMCL2386" "3" "c_3"
"orthoMCL2387" "3" "c_3"
"orthoMCL2388" "3" "c_3"
"orthoMCL2389" "3" "c_3"
"orthoMCL2390" "3" "c_3"
"orthoMCL2391" "3" "c_3"
"orthoMCL2392" "3" "c_3"
"orthoMCL2393" "3" "c_3"
"orthoMCL2394" "3" "c_3"
"orthoMCL2395" "3" "c_3"
"orthoMCL2396" "3" "c_3"
"orthoMCL2397" "3" "c_3"
"orthoMCL2398" "3" "c_3"
"orthoMCL2399" "3" "c_3"
"orthoMCL2400" "3" "c_3"
"orthoMCL2401" "3" "c_3"
"orthoMCL2402" "3" "c_3"
"orthoMCL2403" "3" "c_3"
"orthoMCL2404" "3" "c_3"
"orthoMCL2405" "3" "c_3"
"orthoMCL2406" "3" "c_3"
"orthoMCL2407" "3" "c_3"
"orthoMCL2408" "3" "c_3"
"orthoMCL2409" "3" "c_3"
"orthoMCL2410" "3" "c_3"
"orthoMCL2411" "3" "c_3"
"orthoMCL2412" "3" "c_3"
"orthoMCL2413" "3" "c_3"
"orthoMCL2414" "3" "c_3"
"orthoMCL2415" "3" "c_3"
"orthoMCL2416" "3" "c_3"
"orthoMCL2417" "3" "c_3"
"orthoMCL2418" "3" "c_3"
"orthoMCL2419" "3" "c_3"
"orthoMCL2420" "3" "c_3"
"orthoMCL2421" "3" "c_3"
"orthoMCL2422" "3" "c_3"
"orthoMCL2423" "3" "c_3"
"orthoMCL2424" "3" "c_3"
"orthoMCL2425" "3" "c_3"
"orthoMCL2426" "3" "c_3"
"orthoMCL2427" "3" "c_3"
"orthoMCL2428" "3" "c_3"
"orthoMCL2429" "3" "c_3"
"orthoMCL2430" "3" "c_3"
"orthoMCL2431" "3" "c_3"
"orthoMCL2432" "3" "c_3"
"orthoMCL2433" "3" "c_3"
"orthoMCL2434" "3" "c_3"
"orthoMCL2435" "3" "c_3"
"orthoMCL2436" "3" "c_3"
"orthoMCL2437" "3" "c_3"
"orthoMCL2438" "3" "c_3"
"orthoMCL2439" "3" "c_3"
"orthoMCL2440" "3" "c_3"
"orthoMCL2441" "3" "c_3"
"orthoMCL2442" "3" "c_3"
"orthoMCL2443" "3" "c_3"
"orthoMCL2444" "3" "c_3"
"orthoMCL2445" "3" "c_3"
"orthoMCL2446" "3" "c_3"
"orthoMCL2447" "3" "c_3"
"orthoMCL2448" "3" "c_3"
"orthoMCL2449" "3" "c_3"
"orthoMCL2450" "3" "c_3"
"orthoMCL2451" "3" "c_3"
"orthoMCL2452" "3" "c_3"
"orthoMCL2453" "3" "c_3"
"orthoMCL2454" "3" "c_3"
"orthoMCL2455" "3" "c_3"
"orthoMCL2456" "3" "c_3"
"orthoMCL2457" "3" "c_3"
"orthoMCL2458" "3" "c_3"
"orthoMCL2459" "3" "c_3"
"orthoMCL2460" "3" "c_3"
"orthoMCL2461" "3" "c_3"
"orthoMCL2462" "3" "c_3"
"orthoMCL2463" "3" "c_3"
"orthoMCL2464" "3" "c_3"
"orthoMCL2465" "3" "c_3"
"orthoMCL2466" "3" "c_3"
"orthoMCL2467" "3" "c_3"
"orthoMCL2468" "3" "c_3"
"orthoMCL2469" "3" "c_3"
"orthoMCL2470" "3" "c_3"
"orthoMCL2471" "3" "c_3"
"orthoMCL2472" "3" "c_3"
"orthoMCL2473" "3" "c_3"
"orthoMCL2474" "3" "c_3"
"orthoMCL2475" "3" "c_3"
"orthoMCL2476" "3" "c_3"
"orthoMCL2477" "3" "c_3"
"orthoMCL2478" "3" "c_3"
"orthoMCL2479" "3" "c_3"
"orthoMCL2480" "3" "c_3"
"orthoMCL2481" "3" "c_3"
"orthoMCL2482" "3" "c_3"
"orthoMCL2483" "3" "c_3"
"orthoMCL2484" "3" "c_3"
"orthoMCL2485" "3" "c_3"
"orthoMCL2486" "3" "c_3"
"orthoMCL2487" "3" "c_3"
"orthoMCL2488" "3" "c_3"
"orthoMCL2489" "3" "c_3"
"orthoMCL2490" "3" "c_3"
"orthoMCL2491" "3" "c_3"
"orthoMCL2492" "3" "c_3"
"orthoMCL2493" "3" "c_3"
"orthoMCL2494" "3" "c_3"
"orthoMCL2495" "3" "c_3"
"orthoMCL2496" "3" "c_3"
"orthoMCL2497" "3" "c_3"
"orthoMCL2498" "3" "c_3"
"orthoMCL2499" "3" "c_3"
"orthoMCL2500" "3" "c_3"
"orthoMCL2501" "3" "c_3"
"orthoMCL2502" "3" "c_3"
"orthoMCL2503" "3" "c_3"
"orthoMCL2504" "3" "c_3"
"orthoMCL2505" "3" "c_3"
"orthoMCL2506" "3" "c_3"
"orthoMCL2507" "3" "c_3"
"orthoMCL2508" "3" "c_3"
"orthoMCL2509" "3" "c_3"
"orthoMCL2510" "3" "c_3"
"orthoMCL2511" "3" "c_3"
"orthoMCL2512" "3" "c_3"
"orthoMCL2513" "3" "c_3"
"orthoMCL2514" "3" "c_3"
"orthoMCL2515" "3" "c_3"
"orthoMCL2516" "3" "c_3"
"orthoMCL2517" "3" "c_3"
"orthoMCL2518" "3" "c_3"
"orthoMCL2519" "3" "c_3"
"orthoMCL2520" "3" "c_3"
"orthoMCL2521" "3" "c_3"
"orthoMCL2522" "3" "c_3"
"orthoMCL2523" "3" "c_3"
"orthoMCL2524" "3" "c_3"
"orthoMCL2525" "3" "c_3"
"orthoMCL2526" "3" "c_3"
"orthoMCL2527" "3" "c_3"
"orthoMCL2528" "3" "c_3"
"orthoMCL2529" "3" "c_3"
"orthoMCL2530" "3" "c_3"
"orthoMCL2531" "3" "c_3"
"orthoMCL2532" "3" "c_3"
"orthoMCL2533" "3" "c_3"
"orthoMCL2534" "3" "c_3"
"orthoMCL2535" "3" "c_3"
"orthoMCL2536" "3" "c_3"
"orthoMCL2537" "3" "c_3"
"orthoMCL2538" "3" "c_3"
"orthoMCL2539" "3" "c_3"
"orthoMCL2540" "3" "c_3"
"orthoMCL2541" "3" "c_3"
"orthoMCL2542" "3" "c_3"
"orthoMCL2543" "3" "c_3"
"orthoMCL2544" "3" "c_3"
"orthoMCL2545" "3" "c_3"
"orthoMCL2546" "3" "c_3"
"orthoMCL2547" "3" "c_3"
"orthoMCL2548" "3" "c_3"
"orthoMCL2549" "3" "c_3"
"orthoMCL2550" "3" "c_3"
"orthoMCL2551" "3" "c_3"
"orthoMCL2552" "3" "c_3"
"orthoMCL2553" "3" "c_3"
"orthoMCL2554" "3" "c_3"
"orthoMCL2555" "3" "c_3"
"orthoMCL2556" "3" "c_3"
"orthoMCL2557" "3" "c_3"
"orthoMCL2558" "3" "c_3"
"orthoMCL2559" "3" "c_3"
"orthoMCL2560" "3" "c_3"
"orthoMCL2561" "3" "c_3"
"orthoMCL2562" "3" "c_3"
"orthoMCL2563" "3" "c_3"
"orthoMCL2564" "3" "c_3"
"orthoMCL2565" "3" "c_3"
"orthoMCL2566" "3" "c_3"
"orthoMCL2567" "3" "c_3"
"orthoMCL2568" "3" "c_3"
"orthoMCL2569" "3" "c_3"
"orthoMCL2570" "3" "c_3"
"orthoMCL2571" "3" "c_3"
"orthoMCL2572" "3" "c_3"
"orthoMCL2573" "3" "c_3"
"orthoMCL2574" "3" "c_3"
"orthoMCL2575" "3" "c_3"
"orthoMCL2576" "3" "c_3"
"orthoMCL2577" "3" "c_3"
"orthoMCL2578" "3" "c_3"
"orthoMCL2579" "3" "c_3"
"orthoMCL2580" "3" "c_3"
"orthoMCL2581" "3" "c_3"
"orthoMCL2582" "3" "c_3"
"orthoMCL2583" "3" "c_3"
"orthoMCL2584" "3" "c_3"
"orthoMCL2585" "3" "c_3"
"orthoMCL2586" "3" "c_3"
"orthoMCL2587" "3" "c_3"
"orthoMCL2588" "3" "c_3"
"orthoMCL2589" "3" "c_3"
"orthoMCL2590" "3" "c_3"
"orthoMCL2591" "3" "c_3"
"orthoMCL2592" "3" "c_3"
"orthoMCL2593" "3" "c_3"
"orthoMCL2594" "3" "c_3"
"orthoMCL2595" "3" "c_3"
"orthoMCL2596" "3" "c_3"
"orthoMCL2597" "3" "c_3"
"orthoMCL2598" "3" "c_3"
"orthoMCL2599" "3" "c_3"
"orthoMCL2600" "3" "c_3"
"orthoMCL2601" "3" "c_3"
"orthoMCL2602" "3" "c_3"
"orthoMCL2603" "3" "c_3"
"orthoMCL2604" "3" "c_3"
"orthoMCL2605" "3" "c_3"
"orthoMCL2606" "3" "c_3"
"orthoMCL2607" "3" "c_3"
"orthoMCL2608" "3" "c_3"
"orthoMCL2609" "3" "c_3"
"orthoMCL2610" "3" "c_3"
"orthoMCL2611" "3" "c_3"
"orthoMCL2612" "3" "c_3"
"orthoMCL2613" "3" "c_3"
"orthoMCL2614" "3" "c_3"
"orthoMCL2615" "3" "c_3"
"orthoMCL2616" "3" "c_3"
"orthoMCL2617" "3" "c_3"
"orthoMCL2618" "3" "c_3"
"orthoMCL2619" "3" "c_3"
"orthoMCL2620" "3" "c_3"
"orthoMCL2621" "3" "c_3"
"orthoMCL2622" "3" "c_3"
"orthoMCL2623" "3" "c_3"
"orthoMCL2624" "3" "c_3"
"orthoMCL2625" "3" "c_3"
"orthoMCL2626" "3" "c_3"
"orthoMCL2627" "3" "c_3"
"orthoMCL2628" "3" "c_3"
"orthoMCL2629" "3" "c_3"
"orthoMCL2630" "3" "c_3"
"orthoMCL2631" "3" "c_3"
"orthoMCL2632" "3" "c_3"
"orthoMCL2633" "3" "c_3"
"orthoMCL2634" "3" "c_3"
"orthoMCL2635" "3" "c_3"
"orthoMCL2636" "3" "c_3"
"orthoMCL2637" "3" "c_3"
"orthoMCL2638" "3" "c_3"
"orthoMCL2639" "3" "c_3"
"orthoMCL2640" "3" "c_3"
"orthoMCL2641" "3" "c_3"
"orthoMCL2642" "3" "c_3"
"orthoMCL2643" "3" "c_3"
"orthoMCL2644" "3" "c_3"
"orthoMCL2645" "3" "c_3"
"orthoMCL2646" "3" "c_3"
"orthoMCL2647" "3" "c_3"
"orthoMCL2648" "3" "c_3"
"orthoMCL2649" "3" "c_3"
"orthoMCL2650" "3" "c_3"
"orthoMCL2651" "3" "c_3"
"orthoMCL2652" "3" "c_3"
"orthoMCL2653" "3" "c_3"
"orthoMCL2654" "3" "c_3"
"orthoMCL2655" "3" "c_3"
"orthoMCL2656" "3" "c_3"
"orthoMCL2657" "3" "c_3"
"orthoMCL2658" "3" "c_3"
"orthoMCL2659" "3" "c_3"
"orthoMCL2660" "3" "c_3"
"orthoMCL2661" "3" "c_3"
"orthoMCL2662" "3" "c_3"
"orthoMCL2663" "3" "c_3"
"orthoMCL2664" "3" "c_3"
"orthoMCL2665" "3" "c_3"
"orthoMCL2666" "3" "c_3"
"orthoMCL2667" "3" "c_3"
"orthoMCL2668" "3" "c_3"
"orthoMCL2669" "3" "c_3"
"orthoMCL2670" "3" "c_3"
"orthoMCL2671" "3" "c_3"
"orthoMCL2672" "3" "c_3"
"orthoMCL2673" "3" "c_3"
"orthoMCL2674" "3" "c_3"
"orthoMCL2675" "3" "c_3"
"orthoMCL2676" "3" "c_3"
"orthoMCL2677" "3" "c_3"
"orthoMCL2678" "3" "c_3"
"orthoMCL2679" "3" "c_3"
"orthoMCL2680" "3" "c_3"
"orthoMCL2681" "3" "c_3"
"orthoMCL2682" "3" "c_3"
"orthoMCL2683" "3" "c_3"
"orthoMCL2684" "3" "c_3"
"orthoMCL2685" "3" "c_3"
"orthoMCL2686" "3" "c_3"
"orthoMCL2687" "3" "c_3"
"orthoMCL2688" "3" "c_3"
"orthoMCL2689" "3" "c_3"
"orthoMCL2690" "3" "c_3"
"orthoMCL2691" "3" "c_3"
"orthoMCL2692" "3" "c_3"
"orthoMCL2693" "3" "c_3"
"orthoMCL2694" "3" "c_3"
"orthoMCL2695" "3" "c_3"
"orthoMCL2696" "3" "c_3"
"orthoMCL2697" "3" "c_3"
"orthoMCL2698" "3" "c_3"
"orthoMCL2699" "3" "c_3"
"orthoMCL2700" "3" "c_3"
"orthoMCL2701" "3" "c_3"
"orthoMCL2702" "3" "c_3"
"orthoMCL2703" "3" "c_3"
"orthoMCL2704" "3" "c_3"
"orthoMCL2705" "3" "c_3"
"orthoMCL2706" "3" "c_3"
"orthoMCL2707" "3" "c_3"
"orthoMCL2708" "3" "c_3"
"orthoMCL2709" "3" "c_3"
"orthoMCL2710" "3" "c_3"
"orthoMCL2711" "3" "c_3"
"orthoMCL2712" "3" "c_3"
"orthoMCL2713" "3" "c_3"
"orthoMCL2714" "3" "c_3"
"orthoMCL2715" "3" "c_3"
"orthoMCL2716" "3" "c_3"
"orthoMCL2717" "3" "c_3"
"orthoMCL2718" "3" "c_3"
"orthoMCL2719" "3" "c_3"
"orthoMCL2720" "3" "c_3"
"orthoMCL2721" "3" "c_3"
"orthoMCL2722" "3" "c_3"
"orthoMCL2723" "3" "c_3"
"orthoMCL2724" "3" "c_3"
"orthoMCL2725" "3" "c_3"
"orthoMCL2726" "3" "c_3"
"orthoMCL2727" "3" "c_3"
"orthoMCL2728" "3" "c_3"
"orthoMCL2729" "3" "c_3"
"orthoMCL2730" "3" "c_3"
"orthoMCL2731" "3" "c_3"
"orthoMCL2732" "3" "c_3"
"orthoMCL2733" "3" "c_3"
"orthoMCL2734" "3" "c_3"
"orthoMCL2735" "3" "c_3"
"orthoMCL2736" "3" "c_3"
"orthoMCL2737" "3" "c_3"
"orthoMCL2738" "3" "c_3"
"orthoMCL2739" "3" "c_3"
"orthoMCL2740" "3" "c_3"
"orthoMCL2741" "3" "c_3"
"orthoMCL2742" "3" "c_3"
"orthoMCL2743" "3" "c_3"
"orthoMCL2744" "3" "c_3"
"orthoMCL2745" "3" "c_3"
"orthoMCL2746" "3" "c_3"
"orthoMCL2747" "3" "c_3"
"orthoMCL2748" "3" "c_3"
"orthoMCL2749" "3" "c_3"
"orthoMCL2750" "3" "c_3"
"orthoMCL2751" "3" "c_3"
"orthoMCL2752" "3" "c_3"
"orthoMCL2753" "3" "c_3"
"orthoMCL2754" "3" "c_3"
"orthoMCL2755" "3" "c_3"
"orthoMCL2756" "3" "c_3"
"orthoMCL2757" "3" "c_3"
"orthoMCL2758" "3" "c_3"
"orthoMCL2759" "3" "c_3"
"orthoMCL2760" "3" "c_3"
"orthoMCL2761" "3" "c_3"
"orthoMCL2762" "3" "c_3"
"orthoMCL2763" "3" "c_3"
"orthoMCL2764" "3" "c_3"
"orthoMCL2765" "3" "c_3"
"orthoMCL2766" "3" "c_3"
"orthoMCL2767" "3" "c_3"
"orthoMCL2768" "3" "c_3"
"orthoMCL2769" "3" "c_3"
"orthoMCL2770" "3" "c_3"
"orthoMCL2771" "3" "c_3"
"orthoMCL2772" "3" "c_3"
"orthoMCL2773" "3" "c_3"
"orthoMCL2774" "3" "c_3"
"orthoMCL2775" "3" "c_3"
"orthoMCL2776" "3" "c_3"
"orthoMCL2777" "3" "c_3"
"orthoMCL2778" "3" "c_3"
"orthoMCL2779" "3" "c_3"
"orthoMCL2780" "3" "c_3"
"orthoMCL2781" "3" "c_3"
"orthoMCL2782" "3" "c_3"
"orthoMCL2783" "3" "c_3"
"orthoMCL2784" "3" "c_3"
"orthoMCL2785" "3" "c_3"
"orthoMCL2786" "3" "c_3"
"orthoMCL2787" "3" "c_3"
"orthoMCL2788" "3" "c_3"
"orthoMCL2789" "3" "c_3"
"orthoMCL2790" "3" "c_3"
"orthoMCL2791" "3" "c_3"
"orthoMCL2792" "3" "c_3"
"orthoMCL2793" "3" "c_3"
"orthoMCL2794" "3" "c_3"
"orthoMCL2795" "3" "c_3"
"orthoMCL2796" "3" "c_3"
"orthoMCL2797" "3" "c_3"
"orthoMCL2798" "3" "c_3"
"orthoMCL2799" "3" "c_3"
"orthoMCL2800" "3" "c_3"
"orthoMCL2801" "3" "c_3"
"orthoMCL2802" "3" "c_3"
"orthoMCL2803" "3" "c_3"
"orthoMCL2804" "3" "c_3"
"orthoMCL2805" "3" "c_3"
"orthoMCL2806" "3" "c_3"
"orthoMCL2807" "3" "c_3"
"orthoMCL2808" "3" "c_3"
"orthoMCL2809" "3" "c_3"
"orthoMCL2810" "3" "c_3"
"orthoMCL2811" "3" "c_3"
"orthoMCL2812" "3" "c_3"
"orthoMCL2813" "3" "c_3"
"orthoMCL2814" "3" "c_3"
"orthoMCL2815" "3" "c_3"
"orthoMCL2816" "3" "c_3"
"orthoMCL2817" "3" "c_3"
"orthoMCL2818" "3" "c_3"
"orthoMCL2819" "3" "c_3"
"orthoMCL2820" "3" "c_3"
"orthoMCL2821" "3" "c_3"
"orthoMCL2822" "3" "c_3"
"orthoMCL2823" "3" "c_3"
"orthoMCL2824" "3" "c_3"
"orthoMCL2825" "3" "c_3"
"orthoMCL2826" "3" "c_3"
"orthoMCL2827" "3" "c_3"
"orthoMCL2828" "3" "c_3"
"orthoMCL2829" "3" "c_3"
"orthoMCL2830" "3" "c_3"
"orthoMCL2831" "3" "c_3"
"orthoMCL2832" "3" "c_3"
"orthoMCL2833" "3" "c_3"
"orthoMCL2834" "3" "c_3"
"orthoMCL2835" "3" "c_3"
"orthoMCL2836" "3" "c_3"
"orthoMCL2837" "3" "c_3"
"orthoMCL2838" "3" "c_3"
"orthoMCL2839" "3" "c_3"
"orthoMCL2840" "3" "c_3"
"orthoMCL2841" "3" "c_3"
"orthoMCL2842" "3" "c_3"
"orthoMCL2843" "3" "c_3"
"orthoMCL2844" "3" "c_3"
"orthoMCL2845" "3" "c_3"
"orthoMCL2846" "3" "c_3"
"orthoMCL2847" "3" "c_3"
"orthoMCL2848" "3" "c_3"
"orthoMCL2849" "3" "c_3"
"orthoMCL2850" "3" "c_3"
"orthoMCL2851" "3" "c_3"
"orthoMCL2852" "3" "c_3"
"orthoMCL2853" "3" "c_3"
"orthoMCL2854" "3" "c_3"
"orthoMCL2855" "3" "c_3"
"orthoMCL2856" "3" "c_3"
"orthoMCL2857" "3" "c_3"
"orthoMCL2858" "3" "c_3"
"orthoMCL2859" "3" "c_3"
"orthoMCL2860" "3" "c_3"
"orthoMCL2861" "3" "c_3"
"orthoMCL2862" "3" "c_3"
"orthoMCL2863" "3" "c_3"
"orthoMCL2864" "3" "c_3"
"orthoMCL2865" "3" "c_3"
"orthoMCL2866" "3" "c_3"
"orthoMCL2867" "3" "c_3"
"orthoMCL2868" "3" "c_3"
"orthoMCL2869" "3" "c_3"
"orthoMCL2870" "3" "c_3"
"orthoMCL2871" "3" "c_3"
"orthoMCL2872" "3" "c_3"
"orthoMCL2873" "3" "c_3"
"orthoMCL2874" "3" "c_3"
"orthoMCL2875" "3" "c_3"
"orthoMCL2876" "3" "c_3"
"orthoMCL2877" "3" "c_3"
"orthoMCL2878" "3" "c_3"
"orthoMCL2879" "3" "c_3"
"orthoMCL2880" "3" "c_3"
"orthoMCL2881" "3" "c_3"
"orthoMCL2882" "3" "c_3"
"orthoMCL2883" "3" "c_3"
"orthoMCL2884" "3" "c_3"
"orthoMCL2885" "3" "c_3"
"orthoMCL2886" "3" "c_3"
"orthoMCL2887" "3" "c_3"
"orthoMCL2888" "3" "c_3"
"orthoMCL2889" "3" "c_3"
"orthoMCL2890" "3" "c_3"
"orthoMCL2891" "3" "c_3"
"orthoMCL2892" "3" "c_3"
"orthoMCL2893" "3" "c_3"
"orthoMCL2894" "3" "c_3"
"orthoMCL2895" "3" "c_3"
"orthoMCL2896" "3" "c_3"
"orthoMCL2897" "3" "c_3"
"orthoMCL2898" "3" "c_3"
"orthoMCL2899" "3" "c_3"
"orthoMCL2900" "3" "c_3"
"orthoMCL2901" "3" "c_3"
"orthoMCL2902" "3" "c_3"
"orthoMCL2903" "3" "c_3"
"orthoMCL2904" "3" "c_3"
"orthoMCL2905" "3" "c_3"
"orthoMCL2906" "3" "c_3"
"orthoMCL2907" "3" "c_3"
"orthoMCL2908" "3" "c_3"
"orthoMCL2909" "3" "c_3"
"orthoMCL2910" "3" "c_3"
"orthoMCL2911" "3" "c_3"
"orthoMCL2912" "3" "c_3"
"orthoMCL2913" "3" "c_3"
"orthoMCL2914" "3" "c_3"
"orthoMCL2915" "3" "c_3"
"orthoMCL2916" "3" "c_3"
"orthoMCL2917" "3" "c_3"
"orthoMCL2918" "3" "c_3"
"orthoMCL2919" "3" "c_3"
"orthoMCL2920" "3" "c_3"
"orthoMCL2921" "3" "c_3"
"orthoMCL2922" "3" "c_3"
"orthoMCL2923" "3" "c_3"
"orthoMCL2924" "3" "c_3"
"orthoMCL2925" "3" "c_3"
"orthoMCL2926" "3" "c_3"
"orthoMCL2927" "3" "c_3"
"orthoMCL2928" "3" "c_3"
"orthoMCL2929" "3" "c_3"
"orthoMCL2930" "3" "c_3"
