"dist" "gap" "cnt" "max" "mean"
"orthoMCL0428" 0 0 1 33 0.297297297297297
"orthoMCL0429" 367.004926913762 12 13 8 0.297297297297297
"orthoMCL0430" 1385.05081414899 3 24 4 0.297297297297297
"orthoMCL0431" 232.275997023392 4 11 7 0.297297297297297
"orthoMCL0432" 27.0142137961019 13 4 28 0.297297297297297
"orthoMCL0433" 2009.91279822564 35 28 3 0.297297297297297
"orthoMCL0434" 0 0 1 33 0.297297297297297
"orthoMCL0435" 219.720013056965 4 11 7 0.297297297297297
"orthoMCL0436" 550.784237884236 36 14 10 0.288288288288288
"orthoMCL0437" 159.881162641977 1 10 5 0.288288288288288
"orthoMCL0438" 1047.10096137303 6 21 5 0.288288288288288
"orthoMCL0439" 1508.51840478383 2 25 4 0.288288288288288
"orthoMCL0440" 981.187619163766 7 20 5 0.288288288288288
"orthoMCL0441" 277.95855522062 3 12 13 0.288288288288288
"orthoMCL0442" 978.243534200771 7 20 5 0.288288288288288
"orthoMCL0443" 433.099223492997 0 15 5 0.288288288288288
"orthoMCL0444" 597.132471774106 44 14 9 0.288288288288288
"orthoMCL0445" 6 20 2 31 0.288288288288288
"orthoMCL0446" 111.810209489608 24 7 18 0.288288288288288
"orthoMCL0447" 58.0203967188883 50 5 15 0.288288288288288
"orthoMCL0448" 533.804445633232 12 15 9 0.288288288288288
"orthoMCL0449" 51.4950111246513 12 5 26 0.288288288288288
"orthoMCL0450" 711.647035162187 27 17 6 0.279279279279279
"orthoMCL0451" 29.3250913881151 29 4 19 0.279279279279279
"orthoMCL0452" 1822.62479450925 50 26 3 0.279279279279279
"orthoMCL0453" 1502.94413785572 3 25 5 0.279279279279279
"orthoMCL0454" 381.116134812854 10 13 6 0.279279279279279
"orthoMCL0455" 955.903091123611 5 20 8 0.279279279279279
"orthoMCL0456" 768.98246492428 9 18 6 0.279279279279279
"orthoMCL0457" 377.450420448051 1 14 6 0.279279279279279
"orthoMCL0458" 6.32455532033676 10 2 27 0.279279279279279
"orthoMCL0459" 322.198226168509 9 12 7 0.279279279279279
"orthoMCL0460" 12.6491106406735 21 3 29 0.279279279279279
"orthoMCL0461" 19.4819847298247 6 4 25 0.279279279279279
"orthoMCL0462" 612.148893502396 9 16 6 0.27027027027027
"orthoMCL0463" 884.742670502049 5 19 6 0.27027027027027
"orthoMCL0464" 446.794097720395 14 14 9 0.27027027027027
"orthoMCL0465" 770.435695850129 9 18 6 0.27027027027027
"orthoMCL0466" 280.091761185781 1 12 5 0.27027027027027
"orthoMCL0467" 379.394784929467 2 14 4 0.27027027027027
"orthoMCL0468" 779.251143316133 9 18 3 0.27027027027027
"orthoMCL0469" 77.4348754358271 3 7 21 0.27027027027027
"orthoMCL0470" 367.970187231011 79 12 10 0.27027027027027
"orthoMCL0471" 715.359169627369 23 17 4 0.27027027027027
"orthoMCL0472" 946.914891252237 40 18 10 0.27027027027027
"orthoMCL0473" 497.093727740722 47 14 5 0.27027027027027
"orthoMCL0474" 1636.71058177544 1 26 2 0.27027027027027
"orthoMCL0475" 168.919337412035 34 9 7 0.27027027027027
"orthoMCL0476" 296.30225871783 35 11 13 0.261261261261261
"orthoMCL0477" 28.5894225010446 24 4 20 0.261261261261261
"orthoMCL0478" 364.240519266277 14 13 5 0.261261261261261
"orthoMCL0479" 356.183794806395 34 12 8 0.261261261261261
"orthoMCL0480" 390.189660806684 9 13 7 0.261261261261261
"orthoMCL0481" 454.647457849652 13 14 5 0.261261261261261
"orthoMCL0482" 407.925185539896 13 13 9 0.261261261261261
"orthoMCL0483" 677.505191537554 62 15 5 0.261261261261261
"orthoMCL0484" 0 0 1 29 0.261261261261261
"orthoMCL0485" 435.185782566446 13 14 7 0.261261261261261
"orthoMCL0486" 1291.97180511146 55 22 3 0.261261261261261
"orthoMCL0487" 631.80606084109 20 16 5 0.261261261261261
"orthoMCL0488" 1279.96791349889 78 19 4 0.261261261261261
"orthoMCL0489" 1302.05075968647 41 23 4 0.261261261261261
"orthoMCL0490" 0 0 1 29 0.261261261261261
"orthoMCL0491" 1594.35000542817 4 25 2 0.261261261261261
"orthoMCL0492" 433.261779136947 16 14 6 0.252252252252252
"orthoMCL0493" 311.090759127007 20 12 9 0.252252252252252
"orthoMCL0494" 354.316071237193 12 13 7 0.252252252252252
"orthoMCL0495" 779.202820018812 9 18 4 0.252252252252252
"orthoMCL0496" 670.797989157092 11 17 4 0.252252252252252
"orthoMCL0497" 133.186309787007 2 9 8 0.252252252252252
"orthoMCL0498" 276.60942736576 3 12 6 0.252252252252252
"orthoMCL0499" 325.965701670823 2 13 4 0.252252252252252
"orthoMCL0500" 327.94883981248 2 13 5 0.252252252252252
"orthoMCL0501" 322.646906386193 2 13 4 0.252252252252252
"orthoMCL0502" 756.046432057959 6 18 3 0.252252252252252
"orthoMCL0503" 127.617534493777 1 9 10 0.252252252252252
"orthoMCL0504" 538.582675504271 8 15 5 0.252252252252252
"orthoMCL0505" 340.835693491939 14 12 8 0.252252252252252
"orthoMCL0506" 679.141088028874 10 17 4 0.252252252252252
"orthoMCL0507" 734.932292043197 3 18 4 0.252252252252252
"orthoMCL0508" 380.76921573268 1 14 4 0.252252252252252
"orthoMCL0509" 225.27001491904 2 11 6 0.252252252252252
"orthoMCL0510" 21.7726990347454 5 4 22 0.252252252252252
"orthoMCL0511" 32.5401898522646 4 5 13 0.252252252252252
"orthoMCL0512" 186.150298678978 5 10 12 0.252252252252252
"orthoMCL0513" 0 0 1 27 0.243243243243243
"orthoMCL0514" 496.588457950388 6 15 4 0.243243243243243
"orthoMCL0515" 717.326107977566 4 18 5 0.243243243243243
"orthoMCL0516" 84.7831517751085 0 8 9 0.243243243243243
"orthoMCL0517" 303.063650613553 9 12 8 0.243243243243243
"orthoMCL0518" 449.525596579089 11 14 6 0.243243243243243
"orthoMCL0519" 962.812364983493 43 19 3 0.243243243243243
"orthoMCL0520" 549.166038544532 12 15 3 0.243243243243243
"orthoMCL0521" 681.673077079379 10 17 4 0.243243243243243
"orthoMCL0522" 181.35237715382 18 9 15 0.243243243243243
"orthoMCL0523" 322.646906386193 2 13 4 0.243243243243243
"orthoMCL0524" 133.904898524585 1 9 7 0.243243243243243
"orthoMCL0525" 72.2369436623147 1 7 10 0.243243243243243
"orthoMCL0526" 621.828183508008 10 16 5 0.243243243243243
"orthoMCL0527" 632.227988867593 10 16 5 0.243243243243243
"orthoMCL0528" 963.280550298293 7 20 3 0.243243243243243
"orthoMCL0529" 1169.12031160152 5 22 4 0.243243243243243
"orthoMCL0530" 38.9267453145575 0 6 7 0.243243243243243
"orthoMCL0531" 38.9267453145575 0 6 6 0.243243243243243
"orthoMCL0532" 16.9483568716216 31 3 24 0.234234234234234
"orthoMCL0533" 136.313887833865 46 7 11 0.234234234234234
"orthoMCL0534" 399.814695543014 13 13 7 0.234234234234234
"orthoMCL0535" 871.040701499131 5 19 4 0.234234234234234
"orthoMCL0536" 1281.80496169535 3 23 2 0.234234234234234
"orthoMCL0537" 528.52832374322 13 15 3 0.234234234234234
"orthoMCL0538" 526.696271049592 12 15 3 0.234234234234234
"orthoMCL0539" 325.016571129979 2 13 4 0.234234234234234
"orthoMCL0540" 325.487428518691 2 13 6 0.234234234234234
"orthoMCL0541" 327.94883981248 2 13 5 0.234234234234234
"orthoMCL0542" 433.099223492997 0 15 5 0.234234234234234
"orthoMCL0543" 89.5400292759476 14 7 7 0.234234234234234
"orthoMCL0544" 802.338277181086 9 18 6 0.234234234234234
"orthoMCL0545" 869.866542997681 6 19 5 0.234234234234234
"orthoMCL0546" 289.304391345253 15 12 5 0.234234234234234
"orthoMCL0547" 49.6568542494924 3 6 15 0.234234234234234
"orthoMCL0548" 16 2 4 16 0.234234234234234
"orthoMCL0549" 542.70580442666 28 15 3 0.225225225225225
"orthoMCL0550" 3.46410161513775 0 2 24 0.225225225225225
"orthoMCL0551" 1636.54220935384 76 22 3 0.225225225225225
"orthoMCL0552" 91.759561044555 1 8 16 0.225225225225225
"orthoMCL0553" 452.771394557234 29 14 4 0.225225225225225
"orthoMCL0554" 0 0 1 25 0.225225225225225
"orthoMCL0555" 58.5397821301302 0 7 5 0.225225225225225
"orthoMCL0556" 275.50455969025 3 12 4 0.225225225225225
"orthoMCL0557" 233.630619205209 3 11 5 0.225225225225225
"orthoMCL0558" 379.92471992821 0 14 6 0.225225225225225
"orthoMCL0559" 550.575900043502 12 15 3 0.225225225225225
"orthoMCL0560" 0 0 1 25 0.225225225225225
"orthoMCL0561" 681.910936685949 9 17 5 0.225225225225225
"orthoMCL0562" 0 0 1 25 0.225225225225225
"orthoMCL0563" 29.6568542494924 2 5 9 0.225225225225225
"orthoMCL0564" 0 0 1 25 0.225225225225225
"orthoMCL0565" 0 0 1 25 0.225225225225225
"orthoMCL0566" 0 0 2 17 0.216216216216216
"orthoMCL0567" 696.938178725572 68 16 3 0.216216216216216
"orthoMCL0568" 430.170186853949 12 14 4 0.216216216216216
"orthoMCL0569" 71.4317163895363 62 5 19 0.216216216216216
"orthoMCL0570" 1061.9624207051 9 20 2 0.216216216216216
"orthoMCL0571" 739.259254583025 27 18 3 0.216216216216216
"orthoMCL0572" 270.915916570425 0 12 4 0.216216216216216
"orthoMCL0573" 380.76921573268 1 14 5 0.216216216216216
"orthoMCL0574" 183.088954715837 41 9 10 0.216216216216216
"orthoMCL0575" 684.765383620773 7 17 3 0.216216216216216
"orthoMCL0576" 259.239010763371 12 11 4 0.216216216216216
"orthoMCL0577" 450.500072814031 13 14 5 0.216216216216216
"orthoMCL0578" 446.385916283058 13 14 10 0.216216216216216
"orthoMCL0579" 327.86632272618 11 12 7 0.216216216216216
"orthoMCL0580" 541.558233704356 12 15 8 0.216216216216216
"orthoMCL0581" 493.848641163153 14 14 5 0.216216216216216
"orthoMCL0582" 626.687452287681 49 16 2 0.216216216216216
"orthoMCL0583" 0 0 2 15 0.216216216216216
"orthoMCL0584" 276.60942736576 3 12 4 0.216216216216216
"orthoMCL0585" 31.0726612855202 17 4 20 0.216216216216216
"orthoMCL0586" 0 0 1 23 0.207207207207207
"orthoMCL0587" 255.634114218279 12 11 8 0.207207207207207
"orthoMCL0588" 257.1395008455 16 11 4 0.207207207207207
"orthoMCL0589" 471.873696090318 7 14 4 0.207207207207207
"orthoMCL0590" 279.514990494407 3 12 4 0.207207207207207
"orthoMCL0591" 380.76921573268 1 14 3 0.207207207207207
"orthoMCL0592" 433.099223492997 0 15 4 0.207207207207207
"orthoMCL0593" 228.412364049585 0 11 4 0.207207207207207
"orthoMCL0594" 279.600050988109 12 11 7 0.207207207207207
"orthoMCL0595" 3.46410161513775 4 2 21 0.207207207207207
"orthoMCL0596" 181.957537104734 16 9 6 0.207207207207207
"orthoMCL0597" 165.972141950532 13 9 8 0.207207207207207
"orthoMCL0598" 322.505997224431 28 12 3 0.207207207207207
"orthoMCL0599" 358.909228930739 5 13 4 0.207207207207207
"orthoMCL0600" 388.596057677762 20 13 3 0.207207207207207
"orthoMCL0601" 4 0 3 14 0.207207207207207
"orthoMCL0602" 604.003848233752 4 17 3 0.207207207207207
"orthoMCL0603" 26.5192577120339 33 4 19 0.198198198198198
"orthoMCL0604" 357.207624164484 35 12 6 0.198198198198198
"orthoMCL0605" 335.416294273727 10 12 3 0.198198198198198
"orthoMCL0606" 556.001358532045 10 16 3 0.198198198198198
"orthoMCL0607" 501.818496195624 48 14 2 0.198198198198198
"orthoMCL0608" 886.915124653367 9 19 3 0.198198198198198
"orthoMCL0609" 653.50328425829 27 17 3 0.198198198198198
"orthoMCL0610" 263.222815536368 37 11 4 0.198198198198198
"orthoMCL0611" 566.811843243423 0 17 2 0.198198198198198
"orthoMCL0612" 281.843494100195 5 12 7 0.198198198198198
"orthoMCL0613" 453.618575548159 13 14 4 0.198198198198198
"orthoMCL0614" 271.498194338318 3 12 5 0.198198198198198
"orthoMCL0615" 454.622685999959 13 14 4 0.198198198198198
"orthoMCL0616" 310.115279336129 15 12 8 0.198198198198198
"orthoMCL0617" 308.018621653909 28 11 9 0.198198198198198
"orthoMCL0618" 465.576476028241 9 14 4 0.198198198198198
"orthoMCL0619" 919.962928256668 16 18 2 0.198198198198198
"orthoMCL0620" 264.368236359662 31 10 5 0.198198198198198
"orthoMCL0621" 0 0 1 22 0.198198198198198
"orthoMCL0622" 144.224589127922 6 9 9 0.198198198198198
"orthoMCL0623" 433.099223492997 0 15 3 0.198198198198198
"orthoMCL0624" 73.0378956891127 30 6 9 0.189189189189189
"orthoMCL0625" 441.06122476161 11 14 4 0.189189189189189
"orthoMCL0626" 512.293625386957 8 15 4 0.189189189189189
"orthoMCL0627" 84.8528137423857 5 7 7 0.189189189189189
"orthoMCL0628" 269.500246573828 3 12 4 0.189189189189189
"orthoMCL0629" 491.923373537213 18 14 3 0.189189189189189
"orthoMCL0630" 327.94883981248 2 13 4 0.189189189189189
"orthoMCL0631" 366.363842865118 14 13 3 0.189189189189189
"orthoMCL0632" 279.918737613747 2 12 5 0.189189189189189
"orthoMCL0633" 153.481683407168 42 8 5 0.189189189189189
"orthoMCL0634" 4 1 2 19 0.189189189189189
"orthoMCL0635" 374.270478608662 33 12 6 0.189189189189189
"orthoMCL0636" 441.946431024374 13 14 3 0.189189189189189
"orthoMCL0637" 276.716128291186 12 11 5 0.189189189189189
"orthoMCL0638" 33.7835739273252 2 5 16 0.189189189189189
"orthoMCL0639" 5.29150262212918 9 2 20 0.189189189189189
"orthoMCL0640" 249.705702348367 9 11 7 0.189189189189189
"orthoMCL0641" 604.325807848933 9 16 5 0.189189189189189
"orthoMCL0642" 336.99467198756 15 12 10 0.189189189189189
"orthoMCL0643" 192.597751942587 5 10 5 0.189189189189189
"orthoMCL0644" 229.636016189024 28 10 6 0.189189189189189
"orthoMCL0645" 0 0 1 21 0.189189189189189
"orthoMCL0646" 0 0 1 20 0.18018018018018
"orthoMCL0647" 149.614917311522 17 9 4 0.18018018018018
"orthoMCL0648" 40.6848335852972 0 6 6 0.18018018018018
"orthoMCL0649" 293.988566232912 15 12 4 0.18018018018018
"orthoMCL0650" 581.221675503131 11 16 2 0.18018018018018
"orthoMCL0651" 99.9879253366378 5 7 8 0.18018018018018
"orthoMCL0652" 353.400832448466 12 13 4 0.18018018018018
"orthoMCL0653" 188.432230476695 13 10 5 0.18018018018018
"orthoMCL0654" 320.434275177383 14 12 3 0.18018018018018
"orthoMCL0655" 351.33214506156 67 12 3 0.18018018018018
"orthoMCL0656" 25.1701149595358 0 5 7 0.18018018018018
"orthoMCL0657" 144.314642396263 5 9 4 0.18018018018018
"orthoMCL0658" 320.303760635686 2 13 3 0.18018018018018
"orthoMCL0659" 640.42781863262 34 17 2 0.18018018018018
"orthoMCL0660" 446.63952006848 2 15 2 0.18018018018018
"orthoMCL0661" 182.137391060286 2 10 3 0.18018018018018
"orthoMCL0662" 325.016571129979 2 13 2 0.18018018018018
"orthoMCL0663" 377.450420448051 1 14 3 0.18018018018018
"orthoMCL0664" 274.266281615252 3 12 3 0.18018018018018
"orthoMCL0665" 229.699683096475 17 10 4 0.18018018018018
"orthoMCL0666" 327.94883981248 2 13 3 0.18018018018018
"orthoMCL0667" 173.550072699605 2 10 5 0.18018018018018
"orthoMCL0668" 443.389313013709 8 14 3 0.18018018018018
"orthoMCL0669" 304.248840543786 14 12 3 0.18018018018018
"orthoMCL0670" 474.830543927935 10 14 3 0.18018018018018
"orthoMCL0671" 264.887167726184 11 11 5 0.18018018018018
"orthoMCL0672" 40.1193428561325 6 5 9 0.18018018018018
"orthoMCL0673" 330.680297653966 4 13 5 0.18018018018018
"orthoMCL0674" 403.359075967958 8 13 5 0.18018018018018
"orthoMCL0675" 38.9267453145575 0 6 4 0.18018018018018
"orthoMCL0676" 78.6829005172409 13 7 5 0.18018018018018
"orthoMCL0677" 38.9267453145575 0 6 4 0.18018018018018
"orthoMCL0678" 0 0 1 20 0.18018018018018
"orthoMCL0679" 0 0 1 20 0.18018018018018
"orthoMCL0680" 0 0 2 17 0.18018018018018
"orthoMCL0681" 263.15710082332 3 12 3 0.18018018018018
"orthoMCL0682" 61.5832261801207 5 6 15 0.18018018018018
"orthoMCL0683" 221.686458620517 11 10 7 0.18018018018018
"orthoMCL0684" 439.871256031054 7 14 4 0.18018018018018
"orthoMCL0685" 9.79795897113271 2 3 16 0.18018018018018
"orthoMCL0686" 0 0 1 20 0.18018018018018
"orthoMCL0687" 322.646906386193 2 13 3 0.18018018018018
"orthoMCL0688" 151.925948847264 17 9 5 0.18018018018018
"orthoMCL0689" 10.5830052442584 7 3 17 0.18018018018018
"orthoMCL0690" 46.5893353060247 29 5 6 0.171171171171171
"orthoMCL0691" 12.7556042372669 20 3 12 0.171171171171171
"orthoMCL0692" 268.384799695422 75 11 4 0.171171171171171
"orthoMCL0693" 506.491556847415 11 15 3 0.171171171171171
"orthoMCL0694" 323.130290426725 11 12 6 0.171171171171171
"orthoMCL0695" 127.50733744774 2 9 4 0.171171171171171
"orthoMCL0696" 267.843392324336 3 12 4 0.171171171171171
"orthoMCL0697" 96.2223403273577 2 8 5 0.171171171171171
"orthoMCL0698" 382.33375493499 24 13 3 0.171171171171171
"orthoMCL0699" 433.099223492997 0 15 3 0.171171171171171
"orthoMCL0700" 133.904898524585 1 9 5 0.171171171171171
"orthoMCL0701" 501.403038726209 24 15 2 0.171171171171171
"orthoMCL0702" 278.670494689938 2 12 4 0.171171171171171
"orthoMCL0703" 493.961276768286 12 15 3 0.171171171171171
"orthoMCL0704" 121.153258260851 25 7 8 0.171171171171171
"orthoMCL0705" 86.64390181312 27 6 11 0.171171171171171
"orthoMCL0706" 368.537034226159 33 11 4 0.171171171171171
"orthoMCL0707" 0 0 1 19 0.171171171171171
"orthoMCL0708" 441.261194040059 12 14 3 0.171171171171171
"orthoMCL0709" 385.846736040576 13 13 4 0.171171171171171
"orthoMCL0710" 320.117012406523 6 12 3 0.171171171171171
"orthoMCL0711" 360.37181855648 28 12 2 0.171171171171171
"orthoMCL0712" 217.318211171636 4 11 3 0.171171171171171
"orthoMCL0713" 309.965429506691 15 12 4 0.171171171171171
"orthoMCL0714" 0 0 1 19 0.171171171171171
"orthoMCL0715" 396.118498118441 14 13 2 0.171171171171171
"orthoMCL0716" 180.937814337591 4 10 4 0.171171171171171
"orthoMCL0717" 0 0 2 17 0.171171171171171
"orthoMCL0718" 0 0 1 19 0.171171171171171
"orthoMCL0719" 58.9364851006686 16 6 9 0.162162162162162
"orthoMCL0720" 39.0265214200868 0 6 6 0.162162162162162
"orthoMCL0721" 221.524347025775 4 11 4 0.162162162162162
"orthoMCL0722" 234.735486880719 3 11 3 0.162162162162162
"orthoMCL0723" 116.537045788954 2 8 4 0.162162162162162
"orthoMCL0724" 180.639752584017 3 10 3 0.162162162162162
"orthoMCL0725" 273.161413939742 3 12 5 0.162162162162162
"orthoMCL0726" 362.67156925975 5 13 2 0.162162162162162
"orthoMCL0727" 485.680533176044 6 15 2 0.162162162162162
"orthoMCL0728" 265.78786091394 8 11 4 0.162162162162162
"orthoMCL0729" 232.392341130211 3 11 3 0.162162162162162
"orthoMCL0730" 25.9493829893763 1 5 9 0.162162162162162
"orthoMCL0731" 151.225181020905 3 9 6 0.162162162162162
"orthoMCL0732" 460.165878614033 10 14 2 0.162162162162162
"orthoMCL0733" 345.500094392364 15 12 4 0.162162162162162
"orthoMCL0734" 142.930705881183 8 8 9 0.162162162162162
"orthoMCL0735" 281.746705735389 11 11 5 0.162162162162162
"orthoMCL0736" 0 0 1 18 0.162162162162162
"orthoMCL0737" 33.4337203315 28 4 14 0.162162162162162
"orthoMCL0738" 200.397551937562 6 10 4 0.162162162162162
"orthoMCL0739" 203.284921316598 47 9 7 0.162162162162162
"orthoMCL0740" 578.524003792437 33 15 3 0.162162162162162
"orthoMCL0741" 337.722256208865 6 13 3 0.162162162162162
"orthoMCL0742" 80.2287347202766 7 7 6 0.162162162162162
"orthoMCL0743" 477.59348739145 9 15 3 0.162162162162162
"orthoMCL0744" 157.01634019743 4 9 5 0.162162162162162
"orthoMCL0745" 0 0 2 17 0.162162162162162
"orthoMCL0746" 43.3137084989848 1 6 6 0.162162162162162
"orthoMCL0747" 225.048504495322 4 11 6 0.162162162162162
"orthoMCL0748" 433.099223492997 0 15 2 0.162162162162162
"orthoMCL0749" 6 5 2 17 0.162162162162162
"orthoMCL0750" 0 0 1 18 0.162162162162162
"orthoMCL0751" 782.07360468981 60 17 2 0.162162162162162
"orthoMCL0752" 32.5194594569381 13 4 11 0.153153153153153
"orthoMCL0753" 609.484473540345 11 16 2 0.153153153153153
"orthoMCL0754" 104.283767082492 24 7 8 0.153153153153153
"orthoMCL0755" 382.587611464069 14 13 2 0.153153153153153
"orthoMCL0756" 239.717652339126 16 11 3 0.153153153153153
"orthoMCL0757" 127.50733744774 2 9 4 0.153153153153153
"orthoMCL0758" 75.0269462170163 4 7 7 0.153153153153153
"orthoMCL0759" 145.578049608601 6 9 4 0.153153153153153
"orthoMCL0760" 74.5163269829596 5 7 4 0.153153153153153
"orthoMCL0761" 39.0265214200868 0 6 6 0.153153153153153
"orthoMCL0762" 144.314642396263 5 9 4 0.153153153153153
"orthoMCL0763" 394.149372121466 4 14 3 0.153153153153153
"orthoMCL0764" 463.278978895677 6 15 2 0.153153153153153
"orthoMCL0765" 112.653128374753 5 8 4 0.153153153153153
"orthoMCL0766" 225.27001491904 2 11 3 0.153153153153153
"orthoMCL0767" 375.766394689359 1 14 2 0.153153153153153
"orthoMCL0768" 222.701045628392 4 11 3 0.153153153153153
"orthoMCL0769" 375.766394689359 1 14 2 0.153153153153153
"orthoMCL0770" 279.514990494407 3 12 2 0.153153153153153
"orthoMCL0771" 263.874657558361 12 11 4 0.153153153153153
"orthoMCL0772" 226.019067243799 4 11 4 0.153153153153153
"orthoMCL0773" 136.0599365412 19 8 7 0.153153153153153
"orthoMCL0774" 131.486149560389 10 8 5 0.153153153153153
"orthoMCL0775" 256.249587069442 44 11 3 0.153153153153153
"orthoMCL0776" 7.21110255092798 92 2 15 0.153153153153153
"orthoMCL0777" 331.553851487801 15 12 2 0.153153153153153
"orthoMCL0778" 0 0 1 17 0.153153153153153
"orthoMCL0779" 22.3809642153911 5 4 12 0.153153153153153
"orthoMCL0780" 17.2664991614216 16 3 15 0.153153153153153
"orthoMCL0781" 0 0 1 17 0.153153153153153
"orthoMCL0782" 43.3901959763988 62 4 14 0.153153153153153
"orthoMCL0783" 0 0 2 16 0.153153153153153
"orthoMCL0784" 473.951584715364 12 14 3 0.153153153153153
"orthoMCL0785" 13.7566303550217 3 4 13 0.153153153153153
"orthoMCL0786" 97.8181101778772 5 8 4 0.153153153153153
"orthoMCL0787" 192.078421559014 4 10 5 0.153153153153153
"orthoMCL0788" 373.345300324009 1 14 2 0.153153153153153
"orthoMCL0789" 161.92081697294 5 10 3 0.153153153153153
"orthoMCL0790" 182.938636812182 1 10 3 0.153153153153153
"orthoMCL0791" 187.746890786186 4 10 3 0.153153153153153
"orthoMCL0792" 112.467951343852 6 8 4 0.153153153153153
"orthoMCL0793" 222.926869168532 3 11 4 0.153153153153153
"orthoMCL0794" 24.1225142914695 62 3 15 0.153153153153153
"orthoMCL0795" 384.687077576051 66 11 3 0.144144144144144
"orthoMCL0796" 159.580206618834 39 8 8 0.144144144144144
"orthoMCL0797" 177.924296088242 23 9 5 0.144144144144144
"orthoMCL0798" 166.079142211791 2 10 4 0.144144144144144
"orthoMCL0799" 520.220433046407 87 13 3 0.144144144144144
"orthoMCL0800" 192.454338342526 17 10 4 0.144144144144144
"orthoMCL0801" 404.408389747366 3 13 2 0.144144144144144
